,fundname,isincode
1139,茨城ファンド,JP90C0003M16
1140,ダイワ投信倶楽部マネー,JP90C0003M32
1141,野村国内株式アクティブオープン（確定拠出年金向け）,JP90C0003M99
1142,日立バランスファンド（株式７０）,JP90C0003MA0
1143,日立バランスファンド（株式５０）,JP90C0003MB8
1144,日立バランスファンド（株式３０）,JP90C0003MC6
1145,日立国内株式インデックスファンド,JP90C0003MD4
1146,日立国内債券インデックスファンド,JP90C0003ME2
1147,日立外国株式インデックスファンド,JP90C0003MF9
1148,日立外国債券インデックスファンド,JP90C0003MG7
1149,スパークスアクティブジャパン,JP90C0003MU8
1150,ＪＰＭ　ＵＳトレジャリー・インカム・ファンド（毎月決算型）,JP90C0003MX2
1151,スパークスジャパンオープン,JP90C0003N98
1152,アクティブ・ニッポン,JP90C0003PG0
1153,デジタル情報通信革命,JP90C0003PH8
1154,新世代成長株ファンド,JP90C0003PJ4
1155,ダイワ・バリュー株・オープン,JP90C0003PK2
1156,ハイグレード・オセアニア・ボンド・オープン（毎月分配型）,JP90C0003PM8
1157,ハイグレード・オセアニア・ボンド・オープン（３カ月決算型）,JP90C0003PN6
1158,ダイワＪ−ＲＥＩＴオープン,JP90C0003PQ9
1159,ダイワＪ−ＲＥＩＴオープン（毎月分配型）,JP90C0003PR7
1160,ダイワ・ＵＳ−ＲＥＩＴ・オープン（毎月決算型）Ａコース（為替ヘッジあり）,JP90C0003PS5
1161,ダイワ・ＵＳ−ＲＥＩＴ・オープン（毎月決算型）Ｂコース（為替ヘッジなし）,JP90C0003PT3
1162,ダイワ・グローバルＲＥＩＴ・オープン（毎月分配型）,JP90C0003PX5
1163,ダイワ好配当日本株投信（季節点描）,JP90C0003PZ0
1164,ダイワ外債ソブリン・オープン（毎月分配型）,JP90C0003Q20
1165,ダイワ・バランス３資産（外債・海外リート・好配当日本株）,JP90C0003Q53
1166,りそな・世界資産分散ファンド,JP90C0003Q79
1167,安定重視ポートフォリオ（奇数月分配型）,JP90C0003QA1
1168,インカム重視ポートフォリオ（奇数月分配型）,JP90C0003QB9
1169,成長重視ポートフォリオ（奇数月分配型）,JP90C0003QC7
1170,京都応援バランスファンド（隔月分配型）,JP90C0003QN4
1171,６資産バランスファンド（分配型）,JP90C0003QR5
1172,６資産バランスファンド（成長型）,JP90C0003QS3
1173,ダイワ海外ソブリン・ファンド（毎月分配型）,JP90C0003QT1
1174,りそな　ハイグレード・ソブリン・ファンド（毎月決算型）,JP90C0003QX3
1175,ダイワ日本国債ファンド（毎月分配型）,JP90C0003QY1
1176,りそな　ワールド・リート・ファンド,JP90C0003QZ8
1177,世界６資産均等分散ファンド（毎月分配型）,JP90C0003R03
1178,ダイワ外債ソブリン・ファンド（毎月分配型）,JP90C0003R11
1179,兵庫応援バランスファンド（毎月分配型）,JP90C0003RA9
1180,『しがぎん』ＳＲＩ三資産バランス・オープン（奇数月分配型）,JP90C0003RB7
1181,大和　ストック　インデックス　２２５　ファンド,JP90C0003RC5
1182,ＤＣ・ダイワ・バリュー株・オープン,JP90C0003RD3
1183,ＤＣ・ダイワ・ジャパン・オープン（確定拠出年金専用ファンド）,JP90C0003RE1
1184,ＤＣ・ダイワ・ストックインデックス２２５　（確定拠出年金専用ファンド）,JP90C0003RF8
1185,ＤＣ・ダイワ・アクティブ・ニッポン（確定拠出年金専用ファンド）,JP90C0003RG6
1186,ＤＣ静岡ベンチマーク・ファンド,JP90C0003RH4
1187,ＤＣダイワ外国債券インデックス,JP90C0003RK8
1188,ＤＣダイワ日本株式インデックス,JP90C0003RL6
1189,ＤＣダイワ日本債券インデックス,JP90C0003RM4
1190,ＤＣダイワ外国株式インデックス,JP90C0003RN2
1191,ＤＣ・ダイワＳＲＩファンド,JP90C0003RP7
1192,ＤＣ・ダイワＪ−ＲＥＩＴオープン,JP90C0003RQ5
1193,ダイワ・ライフ・バランス３０,JP90C0003RR3
1194,ダイワ・ライフ・バランス５０,JP90C0003RS1
1195,ダイワ・ライフ・バランス７０,JP90C0003RT9
1196,ＤＣダイワ・グローバルＲＥＩＴインデックスファンド,JP90C0003RU7
1197,ＤＣダイワ物価連動国債ファンド,JP90C0003RV5
1198,ＤＣダイワ中小型株ファンド,JP90C0003RW3
1199,ＤＣダイワ・ワールドアセット（六つの羽／安定コース）,JP90C0003RX1
1200,ＤＣダイワ・ワールドアセット（六つの羽／６分散コース）,JP90C0003RY9
1201,ＤＣダイワ・ワールドアセット（六つの羽／成長コース）,JP90C0003RZ6
1202,ＪＰＭ新興国ソブリン・オープン,JP90C0003SD1
1203,エル・プラス２００３−１１,JP90C0003TD9
1204,インデックスファンド海外株式ヘッジなし（ＤＣ専用）,JP90C0003TZ2
1205,インデックスファンド海外株式ヘッジあり（ＤＣ専用）,JP90C0003U08
1206,インデックスファンド海外債券ヘッジなし（ＤＣ専用）,JP90C0003U16
1207,インデックスファンド海外債券ヘッジあり（ＤＣ専用）,JP90C0003U24
1208,ＤＣインデックスバランス（株式２０）,JP90C0003U32
1209,ＤＣインデックスバランス（株式４０）,JP90C0003U40
1210,ＤＣインデックスバランス（株式６０）,JP90C0003U57
1211,ＤＣインデックスバランス（株式８０）,JP90C0003U65
1212,高金利先進国債券オープン（毎月分配型）,JP90C0003UA3
1213,財産３分法ファンド（不動産・債券・株式）毎月分配型,JP90C0003UB1
1214,インデックスファンド日本株式（ＤＣ専用）,JP90C0003UE5
1215,インデックスファンド日本債券（ＤＣ専用）,JP90C0003UF2
1216,利回り財産３分法ファンド（不動産・債券・株式）毎月分配型,JP90C0003UG0
1217,株ちょファンド日本（高配当株・割安株・成長株）毎月分配型,JP90C0003UP1
1218,世界の財産３分法ファンド（不動産・債券・株式）毎月分配型,JP90C0003UQ9
1219,日興五大陸債券ファンド（毎月分配型）,JP90C0003UX5
1220,日本トレンド・セレクト（日本トレンド・マネーポートフォリオ）,JP90C0003V15
1221,日興ジャパンオープン,JP90C0003V31
1222,日興クオンツ・アクティブ・ジャパン,JP90C0003V49
1223,日興・ＧＳ世界ソブリン・ファンド（毎月分配型）,JP90C0003V56
1224,日興グローイング・ベンチャーファンド,JP90C0003V64
1225,日興ピムコ・ハイインカム・ソブリン・ファンド毎月分配型（米ドルコース）,JP90C0003V72
1226,日興ピムコ・ハイインカム・ソブリン・ファンド毎月分配型（円ヘッジコース）,JP90C0003VC7
1227,日興スリートップ（隔月分配型）,JP90C0003VD5
1228,ＪＰＭインド株アクティブ・オープン,JP90C0003VU9
1229,ＪＰＭ・ＢＲＩＣＳ５・ファンド,JP90C0003W55
1230,ＪＰＭ中小型株オ−プン（野村ＳＭＡ向け）,JP90C0003WD3
1231,りそな　ジャパン　ＣＳＲ　ファンド,JP90C0003WG6
1232,パインブリッジ米国優先証券ファンド,JP90C0003WL6
1233,パインブリッジ世界国債インカムオープン「毎月タイプ」,JP90C0003WP7
1234,パインブリッジ米国ＲＥＩＴインカムファンドＡコース（為替ヘッジあり）,JP90C0003WQ5
1235,パインブリッジ米国ＲＥＩＴインカムファンドＢコース（為替ヘッジなし）,JP90C0003WR3
1236,パインブリッジ米国優先証券ファンド（為替ヘッジなし）,JP90C0003WS1
1237,パインブリッジ新成長国債券プラス,JP90C0003WW3
1238,パインブリッジ新成長国債インカムオープン,JP90C0003WX1
1239,パインブリッジ世界国債インカムオープン「年金タイプ」,JP90C0003WY9
1240,パインブリッジ・ワールド株式・オープン,JP90C0003X21
1241,パインブリッジ・イレブンプラス＜毎月決算型＞,JP90C0003XV3
1242,アセット・ナビゲーション・ファンド（株式８０）,JP90C0003YA5
1243,アセット・ナビゲーション・ファンド（株式６０）,JP90C0003YB3
1244,アセット・ナビゲーション・ファンド（株式４０）,JP90C0003YC1
1245,アセット・ナビゲーション・ファンド（株式２０）,JP90C0003YD9
1246,ミュータント,JP90C0003YW9
1247,日興・ピムコ・グローバル短期債券ファンド,JP90C0003Z11
1248,年金積立　アセット・ナビゲーション・ファンド（株式２０）,JP90C0003ZM7
1249,年金積立　アセット・ナビゲーション・ファンド（株式４０）,JP90C0003ZN5
1250,年金積立　アセット・ナビゲーション・ファンド（株式６０）,JP90C0003ZP0
1251,年金積立　アセット・ナビゲーション・ファンド（株式８０）,JP90C0003ZQ8
1252,年金積立　ジャパンオープン,JP90C0003ZR6
1253,年金積立　クオンツ・アクティブ・ジャパン,JP90C0003ZS4
1254,インデックスファンド日本債券（１年決算型）,JP90C0003ZT2
1255,年金積立　日本短期債券オープン,JP90C0003ZU0
1256,インデックスファンド海外株式（ヘッジなし）,JP90C0003ZV8
1257,インデックスファンド海外株式（ヘッジあり）,JP90C0003ZW6
1258,年金積立　インターナショナル・グロース・ファンド,JP90C0003ZY2
1259,インデックスファンド海外債券（ヘッジなし）１年決算型,JP90C0003ZZ9
1260,インデックスファンド海外債券（ヘッジあり）１年決算型,JP90C0004005
1261,年金積立　インターナショナル・ボンド・ファンド,JP90C0004013
1262,日本債券インデックスファンド（個人型年金向け）,JP90C0004021
1263,海外債券インデックスファンド（個人型年金向け）,JP90C0004039
1264,日興五大陸株式ファンド,JP90C0004104
1265,ダイワ日本株・バリュー発掘ファンド（ダイワＳＭＡ専用）,JP90C0004161
1266,年金ダイワ日本株式インデックス,JP90C0004187
1267,技術成長株オープン（ジャパンパワー）,JP90C0004195
1268,ＪＰＭグローバル債券３分散ファンド（毎月決算型）,JP90C00041A0
1269,ＤＷＳ　ロシア・欧州新興国株投信,JP90C00041M5
1270,りそな　東欧フロンティア株式ファンド,JP90C00041N3
1271,ドイチェ・ロシア東欧株式ファンド,JP90C00041P8
1272,ドイチェ・ジャパン・グロース・オープン,JP90C0004237
1273,ドイチェ・ヨーロッパインカムオープン,JP90C0004252
1274,グローイング・エンジェル,JP90C00042F7
1275,ドイチェ・グローバル・バランス＜安定型＞,JP90C00042R2
1276,ドイチェ・グローバル・バランス＜成長型＞,JP90C00042S0
1277,ドイチェ・グローバル・バランス＜積極型＞,JP90C00042T8
1278,ドイチェ・グローバル好配当株式ファンド（毎月分配型）,JP90C00042U6
1279,ドイチェ・ライフ・プラン３０,JP90C00042V4
1280,ドイチェ・ライフ・プラン５０,JP90C00042W2
1281,ドイチェ・ライフ・プラン７０,JP90C00042Y8
1282,ドイチェ・インド株式ファンド,JP90C0004302
1283,ドイチェ・ユーロスター・オープン,JP90C0004393
1284,年金積立　グローバル・ラップ・バランス（安定型）,JP90C00043S8
1285,年金積立　グローバル・ラップ・バランス（安定成長型）,JP90C00043T6
1286,年金積立　グローバル・ラップ・バランス（成長型）,JP90C00043U4
1287,年金積立　グローバル・ラップ・バランス（積極成長型）,JP90C00043V2
1288,年金積立　グローバル・ラップ・バランス（積極型）,JP90C00043W0
1289,ＧＷ７つの卵,JP90C00043X8
1290,世界ダブルハイインカム（奇数月決算型）,JP90C0004526
1291,ＤＣマイセレクションＳ２５,JP90C0004542
1292,ＤＣマイセレクションＳ５０,JP90C0004559
1293,ＤＣマイセレクションＳ７５,JP90C0004567
1294,ライフハーモニー（ダイワ世界資産分散ファンド）（成長型）,JP90C00045Q7
1295,ライフハーモニー（ダイワ世界資産分散ファンド）（安定型）,JP90C00045R5
1296,ライフハーモニー（ダイワ世界資産分散ファンド）（分配型）,JP90C00045S3
1297,ダイワ・株／債券／コモディティ・バランスファンド（賢者のセオリー）,JP90C00045U9
1298,イーストスプリング・インド・インフラ株式ファンド,JP90C0004740
1299,ＭＨＡＭ日本好配当株オープン,JP90C00047A7
1300,社会的責任ファンド,JP90C00047L4
1301,野村米国好利回り社債投信Ｂコース,JP90C00047N0
1302,野村米国好利回り社債投信Ｄコース,JP90C00047P5
1303,野村米国好利回り社債投信Ｃコース,JP90C00047T7
1304,野村米国好利回り社債投信Ａコース,JP90C00047U5
1305,アジア好配当株投信,JP90C00047V3
1306,アムンディ・りそな　ワールド・セレクト・ファンド,JP90C00048J6
